id,category,name,manufacturer,scheme,assurance_level,protection_profile,certification_id,certification_date,archived_date,certification_report_url,security_target_url,maintenance_date,maintenance_title,maintenance_report,maintenance_st,conformance_claim,cctl,remark
2844,NULL,"天融信入侵检测系统 TopSentry3000 V3",北京天融信网络安全技术有限公司,CH,EAL3+,NULL,CNITSEC2014PRD0370,2014/4/2,2017/4/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2845,NULL,"天融信安全管理系统 V3",北京天融信网络安全技术有限公司,CH,EAL3+,NULL,CNITSEC2014PRD0371,2014/4/2,2017/4/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2846,NULL,"明鉴 WEB应用弱点扫描器 MatriXay WEBSCAN V6.0",杭州安恒信息技术有限公司,CH,EAL3+,NULL,CNITSEC2014PRD0372,2014/4/2,2017/4/1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2847,NULL,"USBKey 芯片 CCM3310S",天津国芯科技有限公司,CH,EAL4+,NULL,CNITSEC2014PRD0373,2014/4/9,2017/4/8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2848,NULL,"绿盟 NF防火墙（千兆） V6.0",北京神州绿盟科技有限公司,CH,EAL3+,NULL,CNITSEC2014PRD0374,2014/4/22,2017/4/21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2849,NULL,"绿盟 NF防火墙（万兆） V6.0",北京神州绿盟科技有限公司,CH,EAL3+,NULL,CNITSEC2014PRD0375,2014/4/22,2017/4/21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2850,NULL,"Inforguard 网页防篡改系统 V5",山东中创软件商用中间件股份有限公司,CH,EAL1,NULL,CNITSEC2014PRD0376,2014/4/22,2017/4/21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2851,NULL,"安全网关 DCFW-1800（千兆） V5.0",神州数码网络（北京）有限公司,CH,EAL3+,NULL,CNITSEC2014PRD0358,2014/1/22,2017/1/21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2852,NULL,"安全网关 DCFW-1800（万兆） V5.0",神州数码网络（北京）有限公司,CH,EAL3+,NULL,CNITSEC2014PRD0359,2014/1/22,2017/1/21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2853,NULL,"开放平台软件安全加固系统 OMSS-Baseline-1.1.0（安全模块和终端安全组件）",中国移动通信有限公司研究院,CH,EAL2,NULL,CNITSEC2014PRD0360,2014/2/12,2017/2/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2854,NULL,"天融信防火墙系统 NGFW4000-UF（千兆） V3",北京天融信网络安全技术有限公司,CH,EAL3+,NULL,CNITSEC2014PRD0361,2014/2/19,2017/2/18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2855,NULL,"天融信防火墙系统 NGFW4000-UF（万兆） V3",北京天融信网络安全技术有限公司,CH,EAL3+,NULL,CNITSEC2014PRD0362,2014/2/19,2017/2/18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2856,NULL,"网御 Web应用安全防护系统 V3.0（百兆）",北京网御星云信息技术有限公司,CH,EAL3+,NULL,CNITSEC2014PRD0363,2014/3/3,2017/3/2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2857,NULL,"网御 Web应用安全防护系统 V3.0（千兆）",北京网御星云信息技术有限公司,CH,EAL3+,NULL,CNITSEC2014PRD0364,2014/3/3,2017/3/2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2858,NULL,"HUAWEI AntiDDoS1000 系统（千兆）（ V100R001)",华为技术有限公司,CH,EAL3+,NULL,CNITSEC2014PRD0365,2014/3/17,2017/3/16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2859,NULL,"HUAWEI AntiDDoS8000 系统（万兆）（ V100R001)",华为技术有限公司,CH,EAL3+,NULL,CNITSEC2014PRD0366,2014/3/17,2017/3/16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2860,NULL,"北信源金甲防线系统 V3.0.0.2",北京北信源软件股份有限公司,CH,EAL2,NULL,CNITSEC2014PRD0367,2014/3/17,2017/3/16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2861,NULL,"SecFox 安全管理系统 V1.0",网神信息技术（北京）股份有限公司,CH,EAL1,NULL,CNITSEC2014PRD0165,2012/3/26,2015/3/25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2862,NULL,"绿盟安全审计系统 (百兆） V5.6",北京神州绿盟信息安全科技股份有限公司,CH,EAL3,NULL,CNITSEC2014PRD0166,2012/3/26,2015/3/25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2863,NULL,"绿盟安全审计系统（千兆） V5.6",北京神州绿盟信息安全科技股份有限公司,CH,EAL3,NULL,CNITSEC2014PRD0167,2012/3/26,2015/3/25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2864,NULL,"绿盟安全审计系统 (百兆） V5.6",北京神州绿盟科技有限公司,CH,EAL3,NULL,CNITSEC2014PRD0168,2012/3/26,2015/3/25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2865,NULL,"绿盟安全审计系统 (千兆） V5.6",北京神州绿盟科技有限公司,CH,EAL3,NULL,CNITSEC2014PRD0169,2012/3/26,2015/3/25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2866,NULL,"天融信应用安全网关系统 TopGate（千兆） V3",北京天融信科技有限公司,CH,EAL3+,NULL,CNITSEC2013PRD0344,2013/11/22,2016/11/21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2867,NULL,"天融信应用安全网关系统 TopGate（千兆） V3",北京天融信网络安全技术有限公司,CH,EAL3+,NULL,CNITSEC2013PRD0345,2013/11/22,2016/11/21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2868,NULL,"USBKEY 芯片 THK88",北京同方微电子有限公司,CH,EAL4+,NULL,CNITSEC2013PRD0346,2013/11/26,2016/11/25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2869,NULL,"达梦数据库管理系统 V7.0",武汉达梦数据库有限公司,CH,EAL4,NULL,CNITSEC2013PRD0347,2013/12/11,2016/12/10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2870,NULL,"网御漏洞扫描系统 V6.0",北京网御星云信息技术有限公司,CH,EAL3+,NULL,CNITSEC2013PRD0348,2013/12/11,2016/12/10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2871,NULL,"天镜脆弱性扫描与管理系统 V6.0",北京启明星辰信息安全技术有限公司,CH,EAL3+,NULL,CNITSEC2013PRD0349,2013/12/11,2016/12/10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2872,NULL,"USBKey 芯片 CIU51256A",北京中电华大电子设计有限责任公司,CH,EAL4+,NULL,CNITSEC2013PRD0350,2013/12/17,2016/12/16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2873,NULL,"天清汉马 USG防火墙 V2.6（万兆）",北京启明星辰信息安全技术有限公司,CH,EAL3+,NULL,CNITSEC2013PRD0351,2013/12/17,2016/12/16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2874,NULL,"可视按键型智能密码钥匙 InterPass（ SJK1207） V3.0",飞天诚信科技股份有限公司,CH,EAL4+,NULL,CNITSEC2013PRD0352,2013/12/17,2016/12/16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2875,NULL,"绿盟远程安全评估系统 V6.0",北京神州绿盟科技有限公司,CH,EAL3+,NULL,CNITSEC2013PRD0353,2013/12/26,2016/12/25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2876,NULL,"绿盟抗拒绝服务系统（千兆） V4.5",北京神州绿盟科技有限公司,CH,EAL2,NULL,CNITSEC2013PRD0354,2013/12/26,2016/12/25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2877,NULL,"绿盟 WEB应用漏洞扫描系统 V6.0",北京神州绿盟科技有限公司,CH,EAL3+,NULL,CNITSEC2013PRD0355,2013/12/26,2016/12/25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2878,NULL,FusionSphere3.0,华为技术有限公司,CH,EAL3+,NULL,CNITSEC2013PRD0356,2013/12/26,2016/12/25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2879,NULL,"天融信主机监控与审计系统 V3",北京天融信网络安全技术有限公司,CH,EAL3+,NULL,CNITSEC2013PRD0357,2013/12/26,2016/12/25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2880,NULL,"天清汉马 USG防火墙 V2.6",北京启明星辰信息安全技术有限公司,CH,自主原创,NULL,CNITSEC2013I&OE0012,2013/12/11,2016/12/10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2881,NULL,"天融信防火墙系统 V3",北京天融信网络安全技术有限公司,CH,自主原创,NULL,CNITSEC2013I&OE0013,2013/12/26,2016/12/25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2882,NULL,"迪普 Dptech防火墙 Conplat V1(万兆）",杭州迪普科技有限公司,CH,EAL3,NULL,CNITSEC2013PRD0322,2013-8-29,2016-8-28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2883,NULL,"HUAWEI Secospace USG6600 防火墙 V1",华为技术有限公司,CH,EAL3,NULL,CNITSEC2013PRD0323,2013-8-29,2016-8-28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2884,NULL,"高性能网络信息安全综合防御系统 TG1.1",四川卫士通信息安全平台技术有限公司,CH,EAL3,NULL,CNITSEC2013PRD0324,2013-8-29,2016-8-28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2885,NULL,"音码型智能密码钥匙 Skey 2A/V1.00",杭州信雅达科技有限公司,CH,EAL3,NULL,CNITSEC2013PRD0325,2013-8-29,2016-8-28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,国家发改委信息安全专项专用
2886,NULL,"立体安全防御式金融移动终端系统 MT-C130A/V1.0",湖南长城信息金融设备有限责任公司,CH,EAL3,NULL,CNITSEC2013PRD0326,2013-8-29,2016-8-28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,国家发改委信息安全专项专用
2887,NULL,"商务会签智能终端 V2.2",昆山百润科技有限公司,CH,EAL3,NULL,CNITSEC2013PRD0327,2013-8-29,2016-8-28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,国家发改委信息安全专项专用
2888,NULL,"大屏幕多媒体智能移动支付终端 ZT8120/V1.4",深圳市证通电子股份有限公司,CH,EAL3,NULL,CNITSEC2013PRD0328,2013-8-29,2016-8-28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,国家发改委信息安全专项专用
2889,NULL,"移动智能终端安全接入系统 V2.0",北京亿赛通科技发展有限责任公司,CH,EAL3,NULL,CNITSEC2013PRD0329,2013-8-29,2016-8-28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,国家发改委信息安全专项专用
2890,NULL,"基于国产密码算法的移动智能终端与身份认证访问管理系统 MACSv1.0",北京海泰方圆科技有限公司,CH,EAL3,NULL,CNITSEC2013PRD0330,2013-8-29,2016-8-28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,国家发改委信息安全专项专用
2891,NULL,"信大捷安智能密码钥匙（ XDKEY） Ver2.0",郑州信大捷安信息技术股份有限公司,CH,EAL3,NULL,CNITSEC2013PRD0331,2013-8-29,2016-8-28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,国家发改委信息安全专项专用
2892,NULL,"互联网 /移动互联网终端 SP-100/V1.0.0",广州广电运通金融电子股份有限公司,CH,EAL3,NULL,CNITSEC2013PRD0332,2013-8-29,2016-8-28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,国家发改委信息安全专项专用
2893,NULL,"多功能 IC卡套件 TYHestia711 V2.0",武汉天喻信息产业股份有限公司,CH,EAL3,NULL,CNITSEC2013PRD0333,2013-8-29,2016-8-28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,国家发改委信息安全专项专用
2894,NULL,"面向印章应用的移动互联终端 Kfx-h001/V1.0",北京科富兴科技有限公司,CH,EAL3,NULL,CNITSEC2013PRD0334,2013-8-29,2016-8-28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,国家发改委信息安全专项专用
2895,NULL,"信安世纪蓝牙密码钥匙 V2.0",北京信安世纪科技有限公司,CH,EAL3,NULL,CNITSEC2013PRD0335,2013-8-29,2016-8-28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,国家发改委信息安全专项专用
2896,NULL,"信安动态密码系统时间 /挑战光感复合型令牌 V2.0",北京信安世纪科技有限公司,CH,EAL3,NULL,CNITSEC2013PRD0336,2013-8-29,2016-8-28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,国家发改委信息安全专项专用
2897,NULL,"天阗入侵检测与管理系统 V7.0（百兆）",北京启明星辰信息安全技术有限公司,CH,EAL3,NULL,CNITSEC2013PRD0337,2013-9-17,2016-9-16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2898,NULL,"天阗入侵检测与管理系统 V7.0（千兆）",北京启明星辰信息安全技术有限公司,CH,EAL3,NULL,CNITSEC2013PRD0338,2013-9-17,2016-9-16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2899,NULL,"天融信防火墙系统 NGFW4000（百兆） V3",北京天融信网络安全技术有限公司,CH,EAL3,NULL,CNITSEC2013PRD0339,2013-9-17,2016-9-16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2900,NULL,"天融信防火墙系统 NGFW4000（百兆） V3",北京天融信科技有限公司,CH,EAL3,NULL,CNITSEC2013PRD0340,2013-9-17,2016-9-16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2901,NULL,"用友 ITOM6运维一体化管理平台（ V6.0)",北京用友政务软件有限公司,CH,EAL3,NULL,CNITSEC2013PRD0341,2013-9-17,2016-9-16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2902,NULL,"网御入侵检测系统 V3.2（百兆）",北京网御星云信息技术有限公司,CH,EAL3,NULL,CNITSEC2013PRD0342,2013-9-17,2016-9-16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2903,NULL,"南大苏富特漏洞扫描系统（ STNS-3000）",江苏南大苏富特科技股份有限公司,CH,EAL3,NULL,CNITSEC2013PRD0308,2013-8-1,2016-7-31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2904,NULL,"云加密服务器（ TASS CCS/V1.0）",北京江南天安科技有限公司,CH,EAL3,NULL,CNITSEC2013PRD0309,2013-8-1,2016-7-31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2905,NULL,"渔翁云密码服务器（ S6000/V1.0)",山东渔翁信息技术股份有限公司,CH,EAL3,NULL,CNITSEC2013PRD0310,2013-8-1,2016-7-31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2906,NULL,"高性能综合密码系统（ LW-S100/V1.0)",哈尔滨朗威电子技术开发有限公司,CH,EAL3,NULL,CNITSEC2013PRD0311,2013-8-1,2016-7-31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2907,NULL,"工控防火墙（ HR FW-3000/V1.0.0)",珠海市鸿瑞软件技术有限公司,CH,EAL3,NULL,CNITSEC2013PRD0312,2013-8-1,2016-7-31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2908,NULL,"可信工业防火墙（ IFW2400/V1.0.0)",青岛海天炜业自动化控制系统有限公司,CH,EAL3,NULL,CNITSEC2013PRD0313,2013-8-1,2016-7-31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2909,NULL,"和利时工业防火墙（ GM010-ISF/V1.0)",北京和利时系统工程有限公司,CH,EAL3,NULL,CNITSEC2013PRD0314,2013-8-1,2016-7-31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2910,NULL,"网神 SecGate 3600工业控制防火墙系统（百兆 /V3.6.6.0)",网神信息技术（北京）股份有限公司,CH,EAL3,NULL,CNITSEC2013PRD0315,2013-8-1,2016-7-31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2911,NULL,"移动安全接入认证网关（ MAASG）",江南信安（北京）科技有限公司,CH,EAL3,NULL,CNITSEC2013PRD0316,2013-8-9,2016-8-8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2912,NULL,"NetEye 安全运维平台系统 V5.0",沈阳东软系统集成工程有限公司,CH,EAL3,NULL,CNITSEC2013PRD0317,2013-8-12,2016-8-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2913,NULL,"连用文件服务器软件 V3",深圳市连用科技有限公司,CH,EAL1,NULL,CNITSEC2013PRD0318,2013-8-12,2016-8-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2914,NULL,"握奇可视按键型 USBKey A18 V2.1",北京握奇智能科技有限公司,CH,EAL3+,NULL,CNITSEC2013PRD0319,2013-8-19,2016-8-18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2915,NULL,"网络卫士主机监控与审计系统 V3",北京天融信科技有限公司,CH,EAL3,NULL,CNITSEC2013PRD0320,2013-8-19,2016-8-18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2916,NULL,"融维天成量化策略交易系统 V1.0",北京融维天成科技有限公司,CH,EAL2,NULL,CNITSEC2013PRD0321,2013-8-19,2016-8-18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2917,NULL,"中新金盾 WEB应用防护系统 V1.0",安徽中新软件有限公司,CH,EAL1,NULL,CNITSEC2013PRD0296,2013-7-1,2016-6-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2918,NULL,"中新金盾防火墙系统 V1.0(千兆）",安徽中新软件有限公司,CH,EAL1,NULL,CNITSEC2013PRD0297,2013-7-1,2016-6-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2919,NULL,"天融信入侵防御系统 TopIDP3000（千兆） V3",北京天融信科技有限公司,CH,EAL3,NULL,CNITSEC2013PRD0298,2013-7-1,2016-6-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2920,NULL,"天融信入侵防御系统 TopIDP3000（千兆） V3",北京天融信网络安全技术有限公司,CH,EAL3,NULL,CNITSEC2013PRD0299,2013-7-1,2016-6-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2921,NULL,"山石网科安全网关 V5（千兆）",北京山石网科信息技术有限公司,CH,EAL3,NULL,CNITSEC2013PRD0300,2013-7-8,2016-7-7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2922,NULL,"山石网科安全网关 V5（万兆）",北京山石网科信息技术有限公司,CH,EAL3,NULL,CNITSEC2013PRD0301,2013-7-8,2016-7-7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2923,NULL,"远程 windows终端安全防护系统 V1.0",成都银行股份有限公司,CH,EAL1,NULL,CNITSEC2013PRD0302,2013-7-8,2016-7-7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2924,NULL,"迪普 Dptech防火墙 Conplat V1（千兆）",杭州迪普科技有限公司,CH,EAL3,NULL,CNITSEC2013PRD0303,2013-7-12,2016-7-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2925,NULL,"锁域电子文档安全管理系统 V2.0",泰天金诺科技（北京）有限公司,CH,EAL3,NULL,CNITSEC2013PRD0304,2013-7-12,2016-7-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2926,NULL,"格尔打印管控系统（ V5.7.0）",上海格尔软件股份有限公司,CH,EAL3,NULL,CNITSEC2013PRD0305,2013-7-12,2016-7-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2927,NULL,"手机隐私宝软件 V2.0.2",浙江长天信息技术有限公司,CH,EAL2,NULL,CNITSEC2013PRD0306,2013-7-29,2016-7-28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2928,NULL,"信关数据终端（ V2.1/HD007)",南京富岛信息工程有限公司,CH,EAL2,NULL,CNITSEC2013PRD0307,2013-7-29,2016-7-28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2929,NULL,"绿盟 WEB应用防护系统（百兆） V6.0",北京神州绿盟科技有限公司,CH,EAL3,NULL,CNITSEC2013PRD0277,2013-5-23,2016-5-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2930,NULL,"绿盟 WEB应用防护系统（千兆） V6.0",北京神州绿盟科技有限公司,CH,EAL3,NULL,CNITSEC2013PRD0278,2013-5-23,2016-5-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2931,NULL,"LanSecS（堡垒主机）内控管理平台 V2.0",北京圣博润高新技术股份有限公司,CH,EAL2,NULL,CNITSEC2013PRD0279,2013-5-28,2016-5-27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2932,NULL,"港澳资讯证券交易系统 V1.0",海南港澳资讯产业股份有限公司,CH,EAL2,NULL,CNITSEC2013PRD0280,2013-5-28,2016-5-27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2933,NULL,"NetEye防火墙 V3.2(万兆）",沈阳东软系统集成工程有限公司,CH,EAL3,NULL,CNITSEC2013PRD0281,2013-5-31,2016-5-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2934,NULL,"HUAWEI USG9000防火墙 V3（万兆）",华为技术有限公司,CH,EAL3,NULL,CNITSEC2013PRD0282,2013-5-31,2016-5-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2935,NULL,"天融信入侵防御系统 TopIDP3000（万兆） V3",北京天融信科技有限公司,CH,EAL3,NULL,CNITSEC2013PRD0283,2013-5-31,2016-5-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2936,NULL,"网御防火墙系统 V3.0(万兆）",北京网御星云信息技术有限公司,CH,EAL3,NULL,CNITSEC2013PRD0284,2013-5-31,2016-5-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2937,NULL,"防火墙 V5.0(万兆）",汉柏科技有限公司,CH,EAL3,NULL,CNITSEC2013PRD0285,2013-5-31,2016-5-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2938,NULL,"DPtech万兆入侵防御系统 V1.0",杭州迪普科技有限公司,CH,EAL3,NULL,CNITSEC2013PRD0286,2013-5-31,2016-5-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2939,NULL,"DCFW-1800高端核心防火墙 V1.1.0（万兆）",神州数码（中国）有限公司,CH,EAL3,NULL,CNITSEC2013PRD0287,2013-5-31,2016-5-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2940,NULL,"中新赛克高性能防火墙 HPFW-1000 V1(万兆）",南京中新赛克科技有限责任公司,CH,EAL3,NULL,CNITSEC2013PRD0288,2013-5-31,2016-5-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2941,NULL,"高性能防火墙系统 V1.0（万兆）",北京联华中安信息技术有限公司,CH,EAL3,NULL,CNITSEC2013PRD0289,2013-5-31,2016-5-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2942,NULL,"按键显示型智能密码钥匙 EsecuKey-K3 V02.02",深圳市文鼎创数据科技有限公司,CH,EAL3+,NULL,CNITSEC2013PRD0290,2013-6-4,2016-6-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2943,NULL,"可视按键型智能密码钥匙 InterPass（ SJK1207） V3.0",飞天诚信科技股份有限公司,CH,EAL3+,NULL,CNITSEC2013PRD0291,2013-6-4,2016-6-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2944,NULL,"可视按键型智能密码钥匙 uKeyCI800（ V4.4)",北京华大智宝电子系统有限公司,CH,EAL3+,NULL,CNITSEC2013PRD0292,2013-6-4,2016-6-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2945,NULL,"绿盟 WEB应用防护系统（百兆） V6.0",北京神州绿盟信息安全科技股份有限公司,CH,EAL3,NULL,CNITSEC2013PRD0293,2013-6-4,2016-6-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2946,NULL,"绿盟 WEB应用防护系统（千兆） V6.0",北京神州绿盟信息安全科技股份有限公司,CH,EAL3,NULL,CNITSEC2013PRD0294,2013-6-4,2016-6-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2947,NULL,"智能密码钥匙芯片 SCC-X/V1.1",上海爱信诺航芯电子科技有限公司,CH,EAL4+,NULL,CNITSEC2013PRD0295,2013-6-5,2016-6-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2948,NULL,"达梦数据库管理系统 V7.0",武汉达梦数据库有限公司,CH,EAL3,NULL,CNITSEC2013PRD0276,2013-4-15,2016-4-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2949,NULL,"达梦数据库管理系统 V7.1",上海达梦数据库有限公司,CH,自主原创,NULL,CNITSEC2013I&OE0011,2013-4-15,2016-4-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2950,NULL,"合众安全隔离与单向传输系统 V1.0(千兆）",杭州合众信息技术股份有限公司,CH,EAL3,NULL,CNITSEC2013PRD0265,2013-3-4,2016-3-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2951,NULL,"安信华安全网关 V6",北京安信华科技有限公司,CH,EAL3,NULL,CNITSEC2013PRD0266,2013-3-12,2016-3-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2952,NULL,"三星智能卡芯片 S3FS9FG",上海三星半导体有限公司,CH,EAL4+,NULL,CNITSEC2013PRD0267,2013-3-18,2016-3-17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2953,NULL,"三星智能卡芯片 S3FS9F6",上海三星半导体有限公司,CH,EAL4+,NULL,CNITSEC2013PRD0268,2013-3-18,2016-3-17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2954,NULL,"三星智能卡芯片 S3FS9F5",上海三星半导体有限公司,CH,EAL4+,NULL,CNITSEC2013PRD0269,2013-3-18,2016-3-17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2955,NULL,"三星智能卡芯片 S3FS9F4",上海三星半导体有限公司,CH,EAL4+,NULL,CNITSEC2013PRD0270,2013-3-18,2016-3-17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2956,NULL,"三星智能卡芯片 S3FS9F3",上海三星半导体有限公司,CH,EAL4+,NULL,CNITSEC2013PRD0271,2013-3-18,2016-3-17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
